Nr. reviews,Nr. hotel reviews,Helpful votes,Score,Nr. rooms,Member years,User country_Belgium,User country_Brazil,User country_Canada,User country_China,User country_Costa Rica,User country_Croatia,User country_Czech Republic,User country_Denmark,User country_Egypt,User country_Finland,User country_France,User country_Germany,User country_Greece,User country_Hawaii,User country_Honduras,User country_Hungary,User country_India,User country_India ,User country_Iran,User country_Ireland,User country_Israel,User country_Italy,User country_Japan,User country_Jordan,User country_Kenya,User country_Korea,User country_Kuwait,User country_Malaysia,User country_Mexico,User country_Netherlands,User country_New Zeland,User country_Norway,User country_Phillippines,User country_Puerto Rico,User country_Saudi Arabia,User country_Scotland,User country_Singapore,User country_South Africa,User country_Spain,User country_Swiss,User country_Switzerland,User country_Syria,User country_Taiwan,User country_Thailand,User country_UK,User country_USA,User country_United Arab Emirates,Period of stay_Jun-Aug,Period of stay_Mar-May,Period of stay_Sep-Nov,Traveler type_Couples,Traveler type_Families,Traveler type_Friends,Traveler type_Solo,Pool_YES,Gym_YES,Tennis court_YES,Spa_YES,Casino_YES,Free internet_YES,Hotel name_Caesars Palace,Hotel name_Circus Circus Hotel & Casino Las Vegas,Hotel name_Encore at wynn Las Vegas,Hotel name_Excalibur Hotel & Casino,Hotel name_Hilton Grand Vacations at the Flamingo,Hotel name_Hilton Grand Vacations on the Boulevard,Hotel name_Marriott's Grand Chateau,Hotel name_Monte Carlo Resort&Casino,Hotel name_Paris Las Vegas,Hotel name_The Cosmopolitan Las Vegas,Hotel name_The Cromwell,Hotel name_The Palazzo Resort Hotel Casino,Hotel name_The Venetian Las Vegas Hotel,Hotel name_The Westin las Vegas Hotel Casino & Spa,Hotel name_Treasure Island- TI Hotel & Casino,Hotel name_Tropicana Las Vegas - A Double Tree by Hilton Hotel,Hotel name_Trump International Hotel Las Vegas,Hotel name_Tuscany Las Vegas Suites & Casino,Hotel name_Wyndham Grand Desert,Hotel name_Wynn Las Vegas,"Hotel stars_3,5",Hotel stars_4,"Hotel stars_4,5",Hotel stars_5,User continent_Asia,User continent_Europe,User continent_North America,User continent_Oceania,User continent_South America,Review month_August,Review month_December,Review month_February,Review month_January,Review month_July,Review month_June,Review month_March,Review month_May,Review month_November,Review month_October,Review month_September,Review weekday_Monday,Review weekday_Saturday,Review weekday_Sunday,Review weekday_Thursday,Review weekday_Tuesday,Review weekday_Wednesday
2.4849066497880004,1.6094379124341003,2.6390573296152584,5,3773,2.302585092994046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4.787491742782046,3.091042453358316,4.330733340286331,3,3773,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6109179126442243,2.302585092994046,3.258096538021482,5,3773,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.70805020110221,2.0794415416798357,2.70805020110221,4,3773,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.791759469228055,1.791759469228055,1.0986122886681098,4,3773,2.0794415416798357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.4657359027997265,2.1972245773362196,3.332204510175204,3,3773,1.0986122886681098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.828641396489095,2.5649493574615367,3.8501476017100584,4,3773,1.6094379124341003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0986122886681098,0.6931471805599453,1.6094379124341003,4,3773,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.2188758248682006,1.3862943611198906,2.1972245773362196,4,3773,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.5649493574615367,2.0794415416798357,2.4849066497880004,3,3773,1.791759469228055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
